geo_accession	cell_line	treatment	tissue	dose_nM	time_hours
GSM3233977	SF-295	doxorubicin	CNS	100	24
GSM3233975	SF-295	doxorubicin	CNS	1000	2
GSM3233976	SF-295	doxorubicin	CNS	1000	6
GSM3233974	SF-295	doxorubicin	CNS	1000	24
GSM3234505	SF-295	erlotinib	CNS	0	2
GSM3234506	SF-295	erlotinib	CNS	0	6
GSM3234504	SF-295	erlotinib	CNS	0	24
GSM3234511	SF-295	erlotinib	CNS	1000	2
GSM3234512	SF-295	erlotinib	CNS	1000	6
GSM3234510	SF-295	erlotinib	CNS	1000	24
GSM3234508	SF-295	erlotinib	CNS	10000	2
GSM3234509	SF-295	erlotinib	CNS	10000	6
GSM3234507	SF-295	erlotinib	CNS	10000	24
GSM3235508	SF-295	gemcitibine	CNS	0	2
GSM3235509	SF-295	gemcitibine	CNS	0	6
GSM3235507	SF-295	gemcitibine	CNS	0	24
GSM3235514	SF-295	gemcitibine	CNS	200	2
GSM3235515	SF-295	gemcitibine	CNS	200	6
GSM3235513	SF-295	gemcitibine	CNS	200	24
GSM3235511	SF-295	gemcitibine	CNS	2000	2
GSM3235512	SF-295	gemcitibine	CNS	2000	6
GSM3235510	SF-295	gemcitibine	CNS	2000	24
GSM3236523	SF-295	paclitaxel	CNS	0	2
GSM3236524	SF-295	paclitaxel	CNS	0	6
GSM3236522	SF-295	paclitaxel	CNS	0	24
GSM3236529	SF-295	paclitaxel	CNS	10	2
GSM3236530	SF-295	paclitaxel	CNS	10	6
GSM3236528	SF-295	paclitaxel	CNS	10	24
GSM3236526	SF-295	paclitaxel	CNS	100	2
GSM3236527	SF-295	paclitaxel	CNS	100	6
GSM3236525	SF-295	paclitaxel	CNS	100	24
GSM3238079	SF-295	sunitinib	CNS	0	2
GSM3238080	SF-295	sunitinib	CNS	0	6
GSM3238078	SF-295	sunitinib	CNS	0	24
GSM3238085	SF-295	sunitinib	CNS	200	2
GSM3238086	SF-295	sunitinib	CNS	200	6
GSM3238084	SF-295	sunitinib	CNS	200	24
GSM3238082	SF-295	sunitinib	CNS	2000	2
GSM3238083	SF-295	sunitinib	CNS	2000	6
GSM3238081	SF-295	sunitinib	CNS	2000	24
GSM3238604	SF-295	topotecan	CNS	0	2
GSM3238605	SF-295	topotecan	CNS	0	6
GSM3238603	SF-295	topotecan	CNS	0	24
GSM3238610	SF-295	topotecan	CNS	10	2
GSM3238611	SF-295	topotecan	CNS	10	6
GSM3238609	SF-295	topotecan	CNS	10	24
GSM3238607	SF-295	topotecan	CNS	1000	2
GSM3238608	SF-295	topotecan	CNS	1000	6
GSM3238606	SF-295	topotecan	CNS	1000	24
GSM3232474	SF-539	bortezomib	CNS	0	2
GSM3232475	SF-539	bortezomib	CNS	0	6
GSM3232473	SF-539	bortezomib	CNS	0	24
GSM3232480	SF-539	bortezomib	CNS	10	2
GSM3232472	SF-539	bortezomib	CNS	10	6
GSM3232479	SF-539	bortezomib	CNS	10	24
GSM3232477	SF-539	bortezomib	CNS	100	2
GSM3232478	SF-539	bortezomib	CNS	100	6
GSM3232476	SF-539	bortezomib	CNS	100	24
GSM3233981	SF-539	doxorubicin	CNS	0	2
GSM3233982	SF-539	doxorubicin	CNS	0	6
GSM3233980	SF-539	doxorubicin	CNS	0	24
GSM3233987	SF-539	doxorubicin	CNS	100	2
GSM3233988	SF-539	doxorubicin	CNS	100	6
GSM3233986	SF-539	doxorubicin	CNS	100	24
GSM3233984	SF-539	doxorubicin	CNS	1000	2
GSM3233985	SF-539	doxorubicin	CNS	1000	6
GSM3233983	SF-539	doxorubicin	CNS	1000	24
GSM3234514	SF-539	erlotinib	CNS	0	2
GSM3234515	SF-539	erlotinib	CNS	0	6
GSM3234513	SF-539	erlotinib	CNS	0	24
GSM3234520	SF-539	erlotinib	CNS	1000	2
GSM3234521	SF-539	erlotinib	CNS	1000	6
GSM3234519	SF-539	erlotinib	CNS	1000	24
GSM3234517	SF-539	erlotinib	CNS	10000	2
GSM3234518	SF-539	erlotinib	CNS	10000	6
GSM3234516	SF-539	erlotinib	CNS	10000	24
GSM3236532	SF-539	paclitaxel	CNS	0	2
GSM3236533	SF-539	paclitaxel	CNS	0	6
GSM3236531	SF-539	paclitaxel	CNS	0	24
GSM3236538	SF-539	paclitaxel	CNS	10	2
GSM3236539	SF-539	paclitaxel	CNS	10	6
GSM3236537	SF-539	paclitaxel	CNS	10	24
GSM3236535	SF-539	paclitaxel	CNS	100	2
GSM3236536	SF-539	paclitaxel	CNS	100	6
GSM3236534	SF-539	paclitaxel	CNS	100	24
GSM3237565	SF-539	sorafenib	CNS	0	2
GSM3237566	SF-539	sorafenib	CNS	0	6
GSM3237564	SF-539	sorafenib	CNS	0	24
GSM3237571	SF-539	sorafenib	CNS	5000	2
GSM3237572	SF-539	sorafenib	CNS	5000	6
GSM3237570	SF-539	sorafenib	CNS	5000	24
GSM3237568	SF-539	sorafenib	CNS	10000	2
GSM3237569	SF-539	sorafenib	CNS	10000	6
GSM3237567	SF-539	sorafenib	CNS	10000	24
GSM3238088	SF-539	sunitinib	CNS	0	2
GSM3238089	SF-539	sunitinib	CNS	0	6
GSM3238087	SF-539	sunitinib	CNS	0	24
GSM3238094	SF-539	sunitinib	CNS	200	2
GSM3238095	SF-539	sunitinib	CNS	200	6
GSM3238093	SF-539	sunitinib	CNS	200	24
GSM3238091	SF-539	sunitinib	CNS	2000	2
GSM3238092	SF-539	sunitinib	CNS	2000	6
GSM3238090	SF-539	sunitinib	CNS	2000	24
GSM3239138	SF-539	vorinostat	CNS	0	2
GSM3239139	SF-539	vorinostat	CNS	0	6
GSM3239137	SF-539	vorinostat	CNS	0	24
GSM3239141	SF-539	vorinostat	CNS	1000	2
GSM3239142	SF-539	vorinostat	CNS	1000	6
GSM3239140	SF-539	vorinostat	CNS	1000	24
GSM3239144	SF-539	vorinostat	CNS	5000	2
GSM3239145	SF-539	vorinostat	CNS	5000	6
GSM3239143	SF-539	vorinostat	CNS	5000	24
GSM3231973	SK-MEL-2	5-Azacytidine	Melanoma	0	2
GSM3231974	SK-MEL-2	5-Azacytidine	Melanoma	0	6
GSM3231972	SK-MEL-2	5-Azacytidine	Melanoma	0	24
GSM3231976	SK-MEL-2	5-Azacytidine	Melanoma	1000	2
GSM3231977	SK-MEL-2	5-Azacytidine	Melanoma	1000	6
GSM3231975	SK-MEL-2	5-Azacytidine	Melanoma	1000	24
GSM3231979	SK-MEL-2	5-Azacytidine	Melanoma	5000	2
GSM3231980	SK-MEL-2	5-Azacytidine	Melanoma	5000	6
GSM3231978	SK-MEL-2	5-Azacytidine	Melanoma	5000	24
GSM3232996	SK-MEL-2	cisplatin	Melanoma	0	2
GSM3232997	SK-MEL-2	cisplatin	Melanoma	0	6
GSM3232995	SK-MEL-2	cisplatin	Melanoma	0	24
GSM3233002	SK-MEL-2	cisplatin	Melanoma	3000	2
GSM3233003	SK-MEL-2	cisplatin	Melanoma	3000	6
GSM3233001	SK-MEL-2	cisplatin	Melanoma	3000	24
GSM3232999	SK-MEL-2	cisplatin	Melanoma	15000	2
GSM3233000	SK-MEL-2	cisplatin	Melanoma	15000	6
GSM3232998	SK-MEL-2	cisplatin	Melanoma	15000	24
GSM3233998	SK-MEL-2	doxorubicin	Melanoma	0	2
GSM3233999	SK-MEL-2	doxorubicin	Melanoma	0	6
GSM3233997	SK-MEL-2	doxorubicin	Melanoma	0	24
GSM3234004	SK-MEL-2	doxorubicin	Melanoma	100	2
GSM3234005	SK-MEL-2	doxorubicin	Melanoma	100	6
GSM3234003	SK-MEL-2	doxorubicin	Melanoma	100	24
GSM3234001	SK-MEL-2	doxorubicin	Melanoma	1000	2
GSM3234002	SK-MEL-2	doxorubicin	Melanoma	1000	6
GSM3234000	SK-MEL-2	doxorubicin	Melanoma	1000	24
GSM3236550	SK-MEL-2	paclitaxel	Melanoma	0	2
GSM3236551	SK-MEL-2	paclitaxel	Melanoma	0	6
GSM3236549	SK-MEL-2	paclitaxel	Melanoma	0	24
GSM3236556	SK-MEL-2	paclitaxel	Melanoma	10	2
GSM3236557	SK-MEL-2	paclitaxel	Melanoma	10	6
GSM3236555	SK-MEL-2	paclitaxel	Melanoma	10	24
GSM3236553	SK-MEL-2	paclitaxel	Melanoma	100	2
GSM3236554	SK-MEL-2	paclitaxel	Melanoma	100	6
GSM3236552	SK-MEL-2	paclitaxel	Melanoma	100	24
GSM3237073	SK-MEL-2	sirolimus	Melanoma	0	2
GSM3237074	SK-MEL-2	sirolimus	Melanoma	0	6
GSM3237072	SK-MEL-2	sirolimus	Melanoma	0	24
GSM3237079	SK-MEL-2	sirolimus	Melanoma	10	2
GSM3237080	SK-MEL-2	sirolimus	Melanoma	10	6
GSM3237078	SK-MEL-2	sirolimus	Melanoma	10	24
GSM3237076	SK-MEL-2	sirolimus	Melanoma	100	2
GSM3237077	SK-MEL-2	sirolimus	Melanoma	100	6
GSM3237075	SK-MEL-2	sirolimus	Melanoma	100	24
GSM3237583	SK-MEL-2	sorafenib	Melanoma	0	2
GSM3237584	SK-MEL-2	sorafenib	Melanoma	0	6
GSM3237582	SK-MEL-2	sorafenib	Melanoma	0	24
GSM3237589	SK-MEL-2	sorafenib	Melanoma	5000	2
GSM3237590	SK-MEL-2	sorafenib	Melanoma	5000	6
GSM3237588	SK-MEL-2	sorafenib	Melanoma	5000	24
GSM3237586	SK-MEL-2	sorafenib	Melanoma	10000	2
GSM3237587	SK-MEL-2	sorafenib	Melanoma	10000	6
GSM3237585	SK-MEL-2	sorafenib	Melanoma	10000	24
GSM3232987	SK-MEL-28	cisplatin	Melanoma	0	2
GSM3232988	SK-MEL-28	cisplatin	Melanoma	0	6
GSM3232986	SK-MEL-28	cisplatin	Melanoma	0	24
GSM3232993	SK-MEL-28	cisplatin	Melanoma	3000	2
GSM3232994	SK-MEL-28	cisplatin	Melanoma	3000	6
GSM3232992	SK-MEL-28	cisplatin	Melanoma	3000	24
GSM3232990	SK-MEL-28	cisplatin	Melanoma	15000	2
GSM3232991	SK-MEL-28	cisplatin	Melanoma	15000	6
GSM3232989	SK-MEL-28	cisplatin	Melanoma	15000	24
GSM3233486	SK-MEL-28	dasatinib	Melanoma	0	2
GSM3233487	SK-MEL-28	dasatinib	Melanoma	0	6
GSM3233485	SK-MEL-28	dasatinib	Melanoma	0	24
GSM3233489	SK-MEL-28	dasatinib	Melanoma	100	2
GSM3233493	SK-MEL-28	dasatinib	Melanoma	100	6
GSM3233488	SK-MEL-28	dasatinib	Melanoma	100	24
GSM3233491	SK-MEL-28	dasatinib	Melanoma	2000	2
GSM3233492	SK-MEL-28	dasatinib	Melanoma	2000	6
GSM3233490	SK-MEL-28	dasatinib	Melanoma	2000	24
GSM3234523	SK-MEL-28	erlotinib	Melanoma	0	2
GSM3234524	SK-MEL-28	erlotinib	Melanoma	0	6
GSM3234522	SK-MEL-28	erlotinib	Melanoma	0	24
GSM3234529	SK-MEL-28	erlotinib	Melanoma	1000	2
GSM3234530	SK-MEL-28	erlotinib	Melanoma	1000	6
GSM3234528	SK-MEL-28	erlotinib	Melanoma	1000	24
GSM3234526	SK-MEL-28	erlotinib	Melanoma	10000	2
GSM3234527	SK-MEL-28	erlotinib	Melanoma	10000	6
GSM3234525	SK-MEL-28	erlotinib	Melanoma	10000	24
GSM3235022	SK-MEL-28	geldanamycin	Melanoma	0	2
GSM3235023	SK-MEL-28	geldanamycin	Melanoma	0	6
GSM3235021	SK-MEL-28	geldanamycin	Melanoma	0	24
GSM3235028	SK-MEL-28	geldanamycin	Melanoma	100	2
GSM3235029	SK-MEL-28	geldanamycin	Melanoma	100	6
GSM3235027	SK-MEL-28	geldanamycin	Melanoma	100	24
GSM3235025	SK-MEL-28	geldanamycin	Melanoma	1000	2
GSM3235026	SK-MEL-28	geldanamycin	Melanoma	1000	6
GSM3235024	SK-MEL-28	geldanamycin	Melanoma	1000	24
GSM3235517	SK-MEL-28	gemcitibine	Melanoma	0	2
GSM3235518	SK-MEL-28	gemcitibine	Melanoma	0	6
GSM3235516	SK-MEL-28	gemcitibine	Melanoma	0	24
GSM3235523	SK-MEL-28	gemcitibine	Melanoma	200	2
GSM3235524	SK-MEL-28	gemcitibine	Melanoma	200	6
GSM3235522	SK-MEL-28	gemcitibine	Melanoma	200	24
GSM3235520	SK-MEL-28	gemcitibine	Melanoma	2000	2
GSM3235521	SK-MEL-28	gemcitibine	Melanoma	2000	6
GSM3235519	SK-MEL-28	gemcitibine	Melanoma	2000	24
GSM3236541	SK-MEL-28	paclitaxel	Melanoma	0	2
GSM3236542	SK-MEL-28	paclitaxel	Melanoma	0	6
GSM3236540	SK-MEL-28	paclitaxel	Melanoma	0	24
GSM3236547	SK-MEL-28	paclitaxel	Melanoma	10	2
GSM3236548	SK-MEL-28	paclitaxel	Melanoma	10	6
GSM3236546	SK-MEL-28	paclitaxel	Melanoma	10	24
GSM3236544	SK-MEL-28	paclitaxel	Melanoma	100	2
GSM3236545	SK-MEL-28	paclitaxel	Melanoma	100	6
GSM3236543	SK-MEL-28	paclitaxel	Melanoma	100	24
GSM3237574	SK-MEL-28	sorafenib	Melanoma	0	2
GSM3237575	SK-MEL-28	sorafenib	Melanoma	0	6
GSM3237573	SK-MEL-28	sorafenib	Melanoma	0	24
GSM3237580	SK-MEL-28	sorafenib	Melanoma	5000	2
GSM3237581	SK-MEL-28	sorafenib	Melanoma	5000	6
GSM3237579	SK-MEL-28	sorafenib	Melanoma	5000	24
GSM3237577	SK-MEL-28	sorafenib	Melanoma	10000	2
GSM3237578	SK-MEL-28	sorafenib	Melanoma	10000	6
GSM3237576	SK-MEL-28	sorafenib	Melanoma	10000	24
GSM3239147	SK-MEL-28	vorinostat	Melanoma	0	2
GSM3239148	SK-MEL-28	vorinostat	Melanoma	0	6
GSM3239146	SK-MEL-28	vorinostat	Melanoma	0	24
GSM3239150	SK-MEL-28	vorinostat	Melanoma	1000	2
GSM3239151	SK-MEL-28	vorinostat	Melanoma	1000	6
GSM3239149	SK-MEL-28	vorinostat	Melanoma	1000	24
GSM3239153	SK-MEL-28	vorinostat	Melanoma	5000	2
GSM3239154	SK-MEL-28	vorinostat	Melanoma	5000	6
GSM3239152	SK-MEL-28	vorinostat	Melanoma	5000	24
GSM3233005	SK-MEL-5	cisplatin	Melanoma	0	2
GSM3233006	SK-MEL-5	cisplatin	Melanoma	0	6
GSM3233004	SK-MEL-5	cisplatin	Melanoma	0	24
GSM3233011	SK-MEL-5	cisplatin	Melanoma	3000	2
GSM3233012	SK-MEL-5	cisplatin	Melanoma	3000	6
GSM3233010	SK-MEL-5	cisplatin	Melanoma	3000	24
GSM3233008	SK-MEL-5	cisplatin	Melanoma	15000	2
GSM3233009	SK-MEL-5	cisplatin	Melanoma	15000	6
GSM3233007	SK-MEL-5	cisplatin	Melanoma	15000	24
GSM3234007	SK-MEL-5	doxorubicin	Melanoma	0	2
GSM3234008	SK-MEL-5	doxorubicin	Melanoma	0	6
GSM3234006	SK-MEL-5	doxorubicin	Melanoma	0	24
GSM3234013	SK-MEL-5	doxorubicin	Melanoma	100	2
GSM3234014	SK-MEL-5	doxorubicin	Melanoma	100	6
GSM3234012	SK-MEL-5	doxorubicin	Melanoma	100	24
GSM3234010	SK-MEL-5	doxorubicin	Melanoma	1000	2
GSM3234011	SK-MEL-5	doxorubicin	Melanoma	1000	6
GSM3234009	SK-MEL-5	doxorubicin	Melanoma	1000	24
GSM3236029	SK-MEL-5	lapatinib	Melanoma	0	2
GSM3236030	SK-MEL-5	lapatinib	Melanoma	0	6
GSM3236028	SK-MEL-5	lapatinib	Melanoma	0	24
GSM3236035	SK-MEL-5	lapatinib	Melanoma	1000	2
GSM3236036	SK-MEL-5	lapatinib	Melanoma	1000	6
GSM3236034	SK-MEL-5	lapatinib	Melanoma	1000	24
GSM3236032	SK-MEL-5	lapatinib	Melanoma	10000	2
GSM3236033	SK-MEL-5	lapatinib	Melanoma	10000	6
GSM3236031	SK-MEL-5	lapatinib	Melanoma	10000	24
GSM3236559	SK-MEL-5	paclitaxel	Melanoma	0	2
GSM3236560	SK-MEL-5	paclitaxel	Melanoma	0	6
GSM3236558	SK-MEL-5	paclitaxel	Melanoma	0	24
GSM3236565	SK-MEL-5	paclitaxel	Melanoma	10	2
GSM3236566	SK-MEL-5	paclitaxel	Melanoma	10	6
GSM3236564	SK-MEL-5	paclitaxel	Melanoma	10	24
GSM3236562	SK-MEL-5	paclitaxel	Melanoma	100	2
GSM3236563	SK-MEL-5	paclitaxel	Melanoma	100	6
GSM3236561	SK-MEL-5	paclitaxel	Melanoma	100	24
GSM3237081	SK-MEL-5	sirolimus	Melanoma	0	2
GSM3237082	SK-MEL-5	sirolimus	Melanoma	0	6
GSM3237088	SK-MEL-5	sirolimus	Melanoma	0	24
GSM3237086	SK-MEL-5	sirolimus	Melanoma	10	2
GSM3237087	SK-MEL-5	sirolimus	Melanoma	10	6
GSM3237085	SK-MEL-5	sirolimus	Melanoma	10	24
GSM3237083	SK-MEL-5	sirolimus	Melanoma	100	2
GSM3237084	SK-MEL-5	sirolimus	Melanoma	100	6
GSM3237089	SK-MEL-5	sirolimus	Melanoma	100	24
GSM3238122	SK-MEL-5	sunitinib	Melanoma	0	2
GSM3238123	SK-MEL-5	sunitinib	Melanoma	0	6
GSM3238121	SK-MEL-5	sunitinib	Melanoma	0	24
GSM3238128	SK-MEL-5	sunitinib	Melanoma	200	2
GSM3238129	SK-MEL-5	sunitinib	Melanoma	200	6
GSM3238127	SK-MEL-5	sunitinib	Melanoma	200	24
GSM3238125	SK-MEL-5	sunitinib	Melanoma	2000	2
GSM3238126	SK-MEL-5	sunitinib	Melanoma	2000	6
GSM3238124	SK-MEL-5	sunitinib	Melanoma	2000	24
GSM3238639	SK-MEL-5	topotecan	Melanoma	0	2
GSM3238640	SK-MEL-5	topotecan	Melanoma	0	6
GSM3238638	SK-MEL-5	topotecan	Melanoma	0	24
GSM3238645	SK-MEL-5	topotecan	Melanoma	10	2
GSM3238646	SK-MEL-5	topotecan	Melanoma	10	6
GSM3238644	SK-MEL-5	topotecan	Melanoma	10	24
GSM3238642	SK-MEL-5	topotecan	Melanoma	1000	2
GSM3238643	SK-MEL-5	topotecan	Melanoma	1000	6
GSM3238641	SK-MEL-5	topotecan	Melanoma	1000	24
GSM3239165	SK-MEL-5	vorinostat	Melanoma	0	2
GSM3239166	SK-MEL-5	vorinostat	Melanoma	0	6
GSM3239164	SK-MEL-5	vorinostat	Melanoma	0	24
GSM3239168	SK-MEL-5	vorinostat	Melanoma	1000	2
GSM3239169	SK-MEL-5	vorinostat	Melanoma	1000	6
GSM3239167	SK-MEL-5	vorinostat	Melanoma	1000	24
GSM3239171	SK-MEL-5	vorinostat	Melanoma	5000	2
GSM3239172	SK-MEL-5	vorinostat	Melanoma	5000	6
GSM3239170	SK-MEL-5	vorinostat	Melanoma	5000	24
GSM3231991	SK-OV-3	5-Azacytidine	Ovarian	0	2
GSM3231992	SK-OV-3	5-Azacytidine	Ovarian	0	6
GSM3231990	SK-OV-3	5-Azacytidine	Ovarian	0	24
GSM3231994	SK-OV-3	5-Azacytidine	Ovarian	1000	2
GSM3231995	SK-OV-3	5-Azacytidine	Ovarian	1000	6
GSM3231993	SK-OV-3	5-Azacytidine	Ovarian	1000	24
GSM3231997	SK-OV-3	5-Azacytidine	Ovarian	5000	2
GSM3231998	SK-OV-3	5-Azacytidine	Ovarian	5000	6
GSM3231996	SK-OV-3	5-Azacytidine	Ovarian	5000	24
GSM3233513	SK-OV-3	dasatinib	Ovarian	0	2
GSM3233514	SK-OV-3	dasatinib	Ovarian	0	6
GSM3233512	SK-OV-3	dasatinib	Ovarian	0	24
GSM3233516	SK-OV-3	dasatinib	Ovarian	100	2
GSM3233517	SK-OV-3	dasatinib	Ovarian	100	6
GSM3233515	SK-OV-3	dasatinib	Ovarian	100	24
GSM3233519	SK-OV-3	dasatinib	Ovarian	2000	2
GSM3233520	SK-OV-3	dasatinib	Ovarian	2000	6
GSM3233518	SK-OV-3	dasatinib	Ovarian	2000	24
GSM3234016	SK-OV-3	doxorubicin	Ovarian	0	2
GSM3234017	SK-OV-3	doxorubicin	Ovarian	0	6
GSM3234015	SK-OV-3	doxorubicin	Ovarian	0	24
GSM3234022	SK-OV-3	doxorubicin	Ovarian	100	2
GSM3234023	SK-OV-3	doxorubicin	Ovarian	100	6
GSM3234021	SK-OV-3	doxorubicin	Ovarian	100	24
GSM3234019	SK-OV-3	doxorubicin	Ovarian	1000	2
GSM3234020	SK-OV-3	doxorubicin	Ovarian	1000	6
GSM3234018	SK-OV-3	doxorubicin	Ovarian	1000	24
GSM3234550	SK-OV-3	erlotinib	Ovarian	0	2
GSM3234551	SK-OV-3	erlotinib	Ovarian	0	6
GSM3234549	SK-OV-3	erlotinib	Ovarian	0	24
GSM3234556	SK-OV-3	erlotinib	Ovarian	1000	2
GSM3234557	SK-OV-3	erlotinib	Ovarian	1000	6
GSM3234555	SK-OV-3	erlotinib	Ovarian	1000	24
GSM3234553	SK-OV-3	erlotinib	Ovarian	10000	2
GSM3234554	SK-OV-3	erlotinib	Ovarian	10000	6
GSM3234552	SK-OV-3	erlotinib	Ovarian	10000	24
GSM3236038	SK-OV-3	lapatinib	Ovarian	0	2
GSM3236039	SK-OV-3	lapatinib	Ovarian	0	6
GSM3236037	SK-OV-3	lapatinib	Ovarian	0	24
GSM3236044	SK-OV-3	lapatinib	Ovarian	1000	2
GSM3236045	SK-OV-3	lapatinib	Ovarian	1000	6
GSM3236043	SK-OV-3	lapatinib	Ovarian	1000	24
GSM3236041	SK-OV-3	lapatinib	Ovarian	10000	2
GSM3236042	SK-OV-3	lapatinib	Ovarian	10000	6
GSM3236040	SK-OV-3	lapatinib	Ovarian	10000	24
GSM3237601	SK-OV-3	sorafenib	Ovarian	0	2
GSM3237602	SK-OV-3	sorafenib	Ovarian	0	6
GSM3237600	SK-OV-3	sorafenib	Ovarian	0	24
GSM3237607	SK-OV-3	sorafenib	Ovarian	5000	2
GSM3237608	SK-OV-3	sorafenib	Ovarian	5000	6
GSM3237606	SK-OV-3	sorafenib	Ovarian	5000	24
GSM3237604	SK-OV-3	sorafenib	Ovarian	10000	2
GSM3237605	SK-OV-3	sorafenib	Ovarian	10000	6
GSM3237603	SK-OV-3	sorafenib	Ovarian	10000	24
GSM3238648	SK-OV-3	topotecan	Ovarian	0	2
GSM3238649	SK-OV-3	topotecan	Ovarian	0	6
GSM3238647	SK-OV-3	topotecan	Ovarian	0	24
GSM3238654	SK-OV-3	topotecan	Ovarian	10	2
GSM3238655	SK-OV-3	topotecan	Ovarian	10	6
GSM3238653	SK-OV-3	topotecan	Ovarian	10	24
GSM3238651	SK-OV-3	topotecan	Ovarian	1000	2
GSM3238652	SK-OV-3	topotecan	Ovarian	1000	6
GSM3238650	SK-OV-3	topotecan	Ovarian	1000	24
GSM3233023	SN12C	cisplatin	Renal	0	2
GSM3233024	SN12C	cisplatin	Renal	0	6
GSM3233022	SN12C	cisplatin	Renal	0	24
GSM3233029	SN12C	cisplatin	Renal	3000	2
GSM3233030	SN12C	cisplatin	Renal	3000	6
GSM3233028	SN12C	cisplatin	Renal	3000	24
GSM3233026	SN12C	cisplatin	Renal	15000	2
GSM3233027	SN12C	cisplatin	Renal	15000	6
GSM3233025	SN12C	cisplatin	Renal	15000	24
GSM3234025	SN12C	doxorubicin	Renal	0	2
GSM3234026	SN12C	doxorubicin	Renal	0	6
GSM3234024	SN12C	doxorubicin	Renal	0	24
GSM3234031	SN12C	doxorubicin	Renal	100	2
GSM3234032	SN12C	doxorubicin	Renal	100	6
GSM3234030	SN12C	doxorubicin	Renal	100	24
GSM3234028	SN12C	doxorubicin	Renal	1000	2
GSM3234029	SN12C	doxorubicin	Renal	1000	6
GSM3234027	SN12C	doxorubicin	Renal	1000	24
GSM3234559	SN12C	erlotinib	Renal	0	2
GSM3234560	SN12C	erlotinib	Renal	0	6
GSM3234558	SN12C	erlotinib	Renal	0	24
GSM3234565	SN12C	erlotinib	Renal	1000	2
GSM3234566	SN12C	erlotinib	Renal	1000	6
GSM3234564	SN12C	erlotinib	Renal	1000	24
GSM3234562	SN12C	erlotinib	Renal	10000	2
GSM3234563	SN12C	erlotinib	Renal	10000	6
GSM3234561	SN12C	erlotinib	Renal	10000	24
GSM3235550	SN12C	gemcitibine	Renal	0	2
GSM3235551	SN12C	gemcitibine	Renal	0	6
GSM3235549	SN12C	gemcitibine	Renal	0	24
GSM3235556	SN12C	gemcitibine	Renal	200	2
GSM3235557	SN12C	gemcitibine	Renal	200	6
GSM3235555	SN12C	gemcitibine	Renal	200	24
GSM3235553	SN12C	gemcitibine	Renal	2000	2
GSM3235554	SN12C	gemcitibine	Renal	2000	6
GSM3235552	SN12C	gemcitibine	Renal	2000	24
GSM3236577	SN12C	paclitaxel	Renal	0	2
GSM3236578	SN12C	paclitaxel	Renal	0	6
GSM3236576	SN12C	paclitaxel	Renal	0	24
GSM3236583	SN12C	paclitaxel	Renal	10	2
GSM3236584	SN12C	paclitaxel	Renal	10	6
GSM3236582	SN12C	paclitaxel	Renal	10	24
GSM3236580	SN12C	paclitaxel	Renal	100	2
GSM3236581	SN12C	paclitaxel	Renal	100	6
GSM3236579	SN12C	paclitaxel	Renal	100	24
GSM3238131	SN12C	sunitinib	Renal	0	2
GSM3238132	SN12C	sunitinib	Renal	0	6
GSM3238130	SN12C	sunitinib	Renal	0	24
GSM3238137	SN12C	sunitinib	Renal	200	2
GSM3238138	SN12C	sunitinib	Renal	200	6
GSM3238136	SN12C	sunitinib	Renal	200	24
GSM3238134	SN12C	sunitinib	Renal	2000	2
GSM3238135	SN12C	sunitinib	Renal	2000	6
GSM3238133	SN12C	sunitinib	Renal	2000	24
GSM3238657	SN12C	topotecan	Renal	0	2
GSM3238658	SN12C	topotecan	Renal	0	6
GSM3238656	SN12C	topotecan	Renal	0	24
GSM3238663	SN12C	topotecan	Renal	10	2
GSM3238664	SN12C	topotecan	Renal	10	6
GSM3238662	SN12C	topotecan	Renal	10	24
GSM3238660	SN12C	topotecan	Renal	1000	2
GSM3238661	SN12C	topotecan	Renal	1000	6
GSM3238659	SN12C	topotecan	Renal	1000	24
GSM3239183	SN12C	vorinostat	Renal	0	2
GSM3239184	SN12C	vorinostat	Renal	0	6
GSM3239182	SN12C	vorinostat	Renal	0	24
GSM3239186	SN12C	vorinostat	Renal	1000	2
GSM3239187	SN12C	vorinostat	Renal	1000	6
GSM3239185	SN12C	vorinostat	Renal	1000	24
GSM3239189	SN12C	vorinostat	Renal	5000	2
GSM3239190	SN12C	vorinostat	Renal	5000	6
GSM3239188	SN12C	vorinostat	Renal	5000	24
GSM3232525	SNB-19	bortezomib	CNS	0	2
GSM3232526	SNB-19	bortezomib	CNS	0	6
GSM3232524	SNB-19	bortezomib	CNS	0	24
GSM3232530	SNB-19	bortezomib	CNS	10	2
GSM3232531	SNB-19	bortezomib	CNS	10	6
GSM3232529	SNB-19	bortezomib	CNS	10	24
GSM3232523	SNB-19	bortezomib	CNS	100	2
GSM3232528	SNB-19	bortezomib	CNS	100	6
GSM3232527	SNB-19	bortezomib	CNS	100	24
GSM3233032	SNB-19	cisplatin	CNS	0	2
GSM3233033	SNB-19	cisplatin	CNS	0	6
GSM3233031	SNB-19	cisplatin	CNS	0	24
GSM3233038	SNB-19	cisplatin	CNS	3000	2
GSM3233039	SNB-19	cisplatin	CNS	3000	6
GSM3233037	SNB-19	cisplatin	CNS	3000	24
GSM3233035	SNB-19	cisplatin	CNS	15000	2
GSM3233036	SNB-19	cisplatin	CNS	15000	6
GSM3233034	SNB-19	cisplatin	CNS	15000	24
GSM3234034	SNB-19	doxorubicin	CNS	0	2
GSM3234035	SNB-19	doxorubicin	CNS	0	6
